file_name,entry_id,block_name,source_tag,name_metal_tag,topology_tag,dim_tag,file_size_bytes,file_sha1,chemical_formula_sum_raw,parse_status,parse_fail_reason
0000[Ag][nan]3[ASR]1.cif,0,0000[Ag][nan]3[ASR]1,ASR,Ag,nan,3,4350,6c588869133953513ec3c070772f1959bbe2c03c,"""Ag4 H16 C24 N4 O8""",PASS,
0000[Ag][sql]2[ASR]1.cif,0,0000[Ag][sql]2[ASR]1,ASR,Ag,sql,2,10826,8b81756c59b38c7ec73779f562e50b87366e7443,"""Ag2 H64 C64 N16 O8""",PASS,
0000[Ag][sra]3[ASR]1.cif,0,0000[Ag][sra]3[ASR]1,ASR,Ag,sra,3,10167,46ee2add9a5d15c5a605935eebe251b13be2c674,"""Ag4 H48 C68 N24""",PASS,
0000[AsCd][cds]3[ASR]1.cif,0,0000[AsCd][cds]3[ASR]1,ASR,AsCd,cds,3,7152,ac76cb06219cacf3fb5466d669778815e402f5cf,"""Cd2 As4 H36 C32 N4 O20""",PASS,
0000[Cd][bcu]3[ASR]1.cif,0,0000[Cd][bcu]3[ASR]1,ASR,Cd,bcu,3,13127,1f14cea6375e726351985d82bdfb8f83137b2504,"""Cd4 H64 C96 N8 O16""",PASS,
0000[Cd][deh]3[ASR]1.cif,0,0000[Cd][deh]3[ASR]1,ASR,Cd,deh,3,17631,6fdc53eb000df95af034e028983e94c887924996,"""Cd8 H88 C120 N8 O32""",PASS,
0000[Cd][dia]3[ASR]1.cif,0,0000[Cd][dia]3[ASR]1,ASR,Cd,dia,3,12326,cd4b2bca545eac5d8b8bcfc67b3ff9fb83a45605,"""Cd4 H68 C68 N20 O16""",PASS,
0000[Cd][fsc]3[ASR]1.cif,0,0000[Cd][fsc]3[ASR]1,ASR,Cd,fsc,3,4566,b4b6fca53c9f1ce03843aa150c7717e5fe3c0106,"""Cd1 H14 C24 N12 O8""",PASS,
0000[Cd][nan]2[ASR]1.cif,0,0000[Cd][nan]2[ASR]1,ASR,Cd,nan,2,9528,07ad1925c84bca996540daceeb7d545f0a44328f,"""Cd6 H36 C64 O28""",PASS,
0000[Cd][nan]2[ASR]2.cif,0,0000[Cd][nan]2[ASR]2,ASR,Cd,nan,2,15528,124620c0b480b94d8f244f4a908bd745ff24c848,"""Cd4 H72 C104 N16 O28""",PASS,
0000[Cd][nan]3[ASR]1.cif,0,0000[Cd][nan]3[ASR]1,ASR,Cd,nan,3,33049,a9ec50a4f4d060f72d189b4fde7a5265c368e038,"""Cd16 H160 C232 N16 O64""",PASS,
0000[Cd][nan]3[ASR]10.cif,0,0000[Cd][nan]3[ASR]10,ASR,Cd,nan,3,23465,e1b6de87ef22983f01ffc57bb62f66cf9512c03a,"""Cd8 H120 C148 N32 O36""",PASS,
0000[Cd][nan]3[ASR]11.cif,0,0000[Cd][nan]3[ASR]11,ASR,Cd,nan,3,23460,6d92d4797d513dbfb274be2d11dc7ae024569f0c,"""Cd8 H120 C148 N32 O36""",PASS,
0000[Cd][nan]3[ASR]12.cif,0,0000[Cd][nan]3[ASR]12,ASR,Cd,nan,3,31256,bcdbc8b5ce55195de9bfddc9fa172ffd2fb7cb5d,"""Cd8 H192 C200 N32 O32""",PASS,
0000[Cd][nan]3[ASR]13.cif,0,0000[Cd][nan]3[ASR]13,ASR,Cd,nan,3,12079,dc38fe148ff94cf542de064f2df3583e7e1c1b9a,"""Cd10 H54 C36 N72""",PASS,
0000[Cd][nan]3[ASR]4.cif,0,0000[Cd][nan]3[ASR]4,ASR,Cd,nan,3,6090,24468738242d77e46f1fd91d2dc4b53516db678e,"""Cd3 H28 C32 N5 O14""",PASS,
0000[Cd][nan]3[ASR]5.cif,0,0000[Cd][nan]3[ASR]5,ASR,Cd,nan,3,16019,b0ff7d686b2f68c919d474c4b1533deffd1cc8e3,"""Cd8 H96 C96 O32""",PASS,
0000[Cd][nan]3[ASR]6.cif,0,0000[Cd][nan]3[ASR]6,ASR,Cd,nan,3,19485,15628ee531b4cea3ed0cb0e8ab0c12ff7f6b10ed,"""Cd12 H72 C152 O48""",PASS,
0000[Cd][nan]3[ASR]7.cif,0,0000[Cd][nan]3[ASR]7,ASR,Cd,nan,3,17247,fd8b5a6d7c4fa86655528851334c1057dcf8ad8e,"""Cd6 H76 C120 N24 O24""",PASS,
0000[Cd][nan]3[ASR]8.cif,0,0000[Cd][nan]3[ASR]8,ASR,Cd,nan,3,15114,3f960cbcbcd23ea6b09119010fd8c3a40791983b,"""Cd4 H104 C82 N12 O16""",PASS,
0000[Cd][nbo]3[ASR]1.cif,0,0000[Cd][nbo]3[ASR]1,ASR,Cd,nbo,3,11193,a776cd09b9ba21a43719f116bb840a2d045ccfad,"""Cd3 H60 C78 N18""",PASS,
0000[Cd][pcu]3[ASR]2.cif,0,0000[Cd][pcu]3[ASR]2,ASR,Cd,pcu,3,13933,3ecb42856d9f177a3f976782bd5f6ea29091c311,"""Cd3 H90 C72 N36""",PASS,
0000[Cd][pcu]3[ASR]3.cif,0,0000[Cd][pcu]3[ASR]3,ASR,Cd,pcu,3,28281,3474cdf1cb2cf51ab550009b85406d6239a81247,"""Cd8 H128 C192 S8 N32 O48""",PASS,
0000[Cd][pcu]3[ASR]4.cif,0,0000[Cd][pcu]3[ASR]4,ASR,Cd,pcu,3,32996,d648bd5ef14eac4547f94de8c4f74f6feadca78b,"""Cd8 H160 C256 N16 O48""",PASS,
0000[Cd][pts]3[ASR]2.cif,0,0000[Cd][pts]3[ASR]2,ASR,Cd,pts,3,20172,87c8b0399ac7034a88c0f4dfd765a5a5b712ba0d,"""Cd2 H136 C128 S8 Br4 N8 O8""",PASS,
0000[Cd][rob]3[ASR]1.cif,0,0000[Cd][rob]3[ASR]1,ASR,Cd,rob,3,12333,c504156fa100ea9dcea7a7b443030e68c7915762,"""Cd4 H60 C92 N8 O12""",PASS,
0000[Cd][sql]2[ASR]1.cif,0,0000[Cd][sql]2[ASR]1,ASR,Cd,sql,2,10338,8e05d1706776094e4c349f5a8906f0284af74b9a,"""Cd2 H46 C72 N14 O12""",PASS,
0000[Cd][sql]2[ASR]2.cif,0,0000[Cd][sql]2[ASR]2,ASR,Cd,sql,2,28282,17f1eaa2506e2d6c39888e041fca412bb8855700,"""Cd8 H160 C184 N32 O32""",PASS,
0000[Cd][sql]2[ASR]4.cif,0,0000[Cd][sql]2[ASR]4,ASR,Cd,sql,2,7828,c83a418b722a13b791fbad825c40b519b2d9788f,"""Cd4 H32 C40 S4 N8 O20""",PASS,
0000[Cd][sra]3[ASR]2.cif,0,0000[Cd][sra]3[ASR]2,ASR,Cd,sra,3,7269,fbd51d9e839eaac13e1febe3c5e6f24e7f65f9d9,"""Cd4 H24 C48 N8 O16""",PASS,
0000[Cd][sra]3[ASR]3.cif,0,0000[Cd][sra]3[ASR]3,ASR,Cd,sra,3,8346,5b0d78abfc9eee22aa51912037b3bac5609d092e,"""Cd4 H24 C52 N20 O16""",PASS,
0000[Cd][tfw]3[ASR]1.cif,0,0000[Cd][tfw]3[ASR]1,ASR,Cd,tfw,3,6367,460da5f08c24bfeb67995c1f7a1815ee664e0b9e,"""Cd6 H12 C36 N16 O16""",PASS,
0000[CeZr][pth]3[ASR]1.cif,0,0000[CeZr][pth]3[ASR]1,ASR,CeZr,pth,3,5825,0dc39f01f4c94dd0276292ba52f65647cbdbb5c2,"""Ce3 Zr3 C24 O48""",PASS,
0000[Ce][ant]3[ASR]1.cif,0,0000[Ce][ant]3[ASR]1,ASR,Ce,ant,3,5562,002a0f812ee902b30ce54041f4bf33bcb94a61cd,"""Ce4 H12 C28 S2 N4 O24""",PASS,
0000[Ce][nan]3[ASR]1.cif,0,0000[Ce][nan]3[ASR]1,ASR,Ce,nan,3,8043,bdb97b7c1d6dd675d73df02e26f2d7ec17c27f96,"""Ce4 H36 C48 O24""",PASS,
0000[Ce][nan]3[ASR]2.cif,0,0000[Ce][nan]3[ASR]2,ASR,Ce,nan,3,7012,6e4a27580b856cd42353a5de993c904c7ca2dbec,"""Ce8 C40 O48""",PASS,
0000[CoSi][nan]3[ASR]1.cif,0,0000[CoSi][nan]3[ASR]1,ASR,CoSi,nan,3,29633,32f62bb4308fced0483c4130935d40f51075c18b,"""Co12 Si8 H128 C224 O64""",PASS,
0000[Co][bcu]3[ASR]1.cif,0,0000[Co][bcu]3[ASR]1,ASR,Co,bcu,3,19566,5ccaf24ec7cc167eb17f5ceee3f8c7e7844d3090,"""Co10 H96 C128 N8 O44""",PASS,
0000[Co][dia]3[ASR]1.cif,0,0000[Co][dia]3[ASR]1,ASR,Co,dia,3,9394,95a69e5301ab2a1f335cc3446b3426ce0431daee,"""Co4 H40 C52 S4 N16 O16""",PASS,
0000[Co][ins]3[ASR]2.cif,0,0000[Co][ins]3[ASR]2,ASR,Co,ins,3,8051,e537e6cde19ff0bc59b2cf5d85a2b0285e3e0f90,"""Co4 H44 C40 N8 O16""",PASS,
0000[Co][ins]3[ASR]3.cif,0,0000[Co][ins]3[ASR]3,ASR,Co,ins,3,10475,76241e1ca06359d0f328e9ad962ce3f68afee0b2,"""Co4 H48 C68 N12 O16""",PASS,
0000[Co][mab]3[ASR]1.cif,0,0000[Co][mab]3[ASR]1,ASR,Co,mab,3,14970,eb39ead57102c7b6150a3a5c597715c41c8d6499,"""Co4 H84 C104 N8 O16""",PASS,
0000[Co][nan]2[ASR]3.cif,0,0000[Co][nan]2[ASR]3,ASR,Co,nan,2,7829,d016534bce1a2cbb0cc801dacbdcb743622d6bf7,"""Co4 P4 H36 C32 N16 O16""",PASS,
0000[Co][nan]2[ASR]4.cif,0,0000[Co][nan]2[ASR]4,ASR,Co,nan,2,14711,7fe819b77891e5ab8a760712155454044029b72b,"""Co6 H48 C96 N24 Cl12 O26""",PASS,
0000[Co][nan]3[ASR]1.cif,0,0000[Co][nan]3[ASR]1,ASR,Co,nan,3,24235,34c3943de13f85f2c5111abb400a9d257faab5dc,"""Co12 H112 C160 N40 O32""",PASS,
0000[Co][nan]3[ASR]13.cif,0,0000[Co][nan]3[ASR]13,ASR,Co,nan,3,19245,5c8c16fe54445111070251e3462e0274ca82a92d,"""Co8 H72 C124 N24 O52""",PASS,
0000[Co][nan]3[ASR]14.cif,0,0000[Co][nan]3[ASR]14,ASR,Co,nan,3,4236,5a02c380ea55648c768ea26abba21f79f64a54e6,"""Co6 H6 C24 O18""",PASS,
0000[Co][nan]3[ASR]15.cif,0,0000[Co][nan]3[ASR]15,ASR,Co,nan,3,175854,fe121eb16a7f85949dac49aa021227c6795a9ef7,"""Co48 H768 C1248 S96 N480""",PASS,
0000[Co][nan]3[ASR]18.cif,0,0000[Co][nan]3[ASR]18,ASR,Co,nan,3,6884,bfe0a8e7529923891326b2d994a87df2ffd47d16,"""Co10 H8 C40 O36""",PASS,
0000[Co][nan]3[ASR]19.cif,0,0000[Co][nan]3[ASR]19,ASR,Co,nan,3,28573,682ccf9cb95c9d8664f681c87bd98bf41882ff6b,"""Co14 H124 C204 O78""",PASS,
0000[Co][nan]3[ASR]2.cif,0,0000[Co][nan]3[ASR]2,ASR,Co,nan,3,10732,7c88dc23023f4a740d6a35a801551e78931e62c0,"""Co8 H32 C48 O64""",PASS,
0000[Co][nan]3[ASR]3.cif,0,0000[Co][nan]3[ASR]3,ASR,Co,nan,3,9908,2c9d1e389f42e9b5d319c39a34fee017eb7d16d6,"""Co4 H40 C64 N16 O16""",PASS,
0000[Co][pcu]3[ASR]1.cif,0,0000[Co][pcu]3[ASR]1,ASR,Co,pcu,3,18178,2c65e595f6680d86d15336f05f57d3cdc79c61ee,"""Co4 H88 C128 N16 O28""",PASS,
0000[Co][pcu]3[ASR]2.cif,0,0000[Co][pcu]3[ASR]2,ASR,Co,pcu,3,9663,5e6a7a61e3107bfe2fde9f0b4f210c48ab932bb1,"""Co4 H48 C60 N8 O16""",PASS,
0000[Co][pcu]3[ASR]3.cif,0,0000[Co][pcu]3[ASR]3,ASR,Co,pcu,3,9135,9288357709ac2be83f25da4408428e34fc8ec2a0,"""Co4 H44 C56 N8 O16""",PASS,
0000[Co][rho]3[ASR]1.cif,0,0000[Co][rho]3[ASR]1,ASR,Co,rho,3,34090,4e7b6486c8a94083c6323fdb70812632d75bedd8,"""Co24 H96 C144 N144 O96""",PASS,
0000[Co][sit]3[ASR]1.cif,0,0000[Co][sit]3[ASR]1,ASR,Co,sit,3,27158,f16066120d3aad7ff8d26952c1b122e115e37f7c,"""Co12 H120 C216 O52""",PASS,
0000[Co][sit]3[ASR]2.cif,0,0000[Co][sit]3[ASR]2,ASR,Co,sit,3,27216,22dfff1225036ee7af847b9fcc38798d3c0f6101,"""Co12 H120 C216 O52""",PASS,
0000[Co][sql]2[ASR]3.cif,0,0000[Co][sql]2[ASR]3,ASR,Co,sql,2,7407,304a7176c99b92f5ae63116a4a3bd8222c64880c,"""Co2 H34 C48 N10 O8""",PASS,
0000[Co][sxb]3[ASR]1.cif,0,0000[Co][sxb]3[ASR]1,ASR,Co,sxb,3,24023,a66e6dad603c6849bbdfce215e257efbc9458155,"""Co24 H60 C160 O88 F20""",PASS,
0000[Co][tfz]3[ASR]1.cif,0,0000[Co][tfz]3[ASR]1,ASR,Co,tfz,3,8750,49741f1de37bc77066d1df6df2bc4646df444436,"""Co4 H42 C50 N8 O18""",PASS,
0000[CuMo][nan]2[ASR]1.cif,0,0000[CuMo][nan]2[ASR]1,ASR,CuMo,nan,2,3844,494dcf9b2752d29f7a3df824520eaf4c4a333b0b,"""Cu1 Mo4 H12 C14 N8 O9""",PASS,
0000[CuNd][jaj]3[ASR]1.cif,0,0000[CuNd][jaj]3[ASR]1,ASR,CuNd,jaj,3,11787,254c47b6e1679e1d3239f9862b6c3b3822b9803f,"""Nd4 Cu4 H44 C64 N8 O44""",PASS,
0000[CuSi][pcu]3[ASR]1.cif,0,0000[CuSi][pcu]3[ASR]1,ASR,CuSi,pcu,3,7017,0b1439982e6e3af3a77dea2de6f15dbf471008f9,"""Cu2 Si2 H32 C40 N8 F12""",PASS,
0000[CuTb][stp]3[ASR]1.cif,0,0000[CuTb][stp]3[ASR]1,ASR,CuTb,stp,3,12453,2365d003613e4571ea227bf70b043cb3ad709a59,"""Tb4 Cu6 H60 C48 N12 O48""",PASS,
0000[CuZr][flu]3[ASR]1.cif,0,0000[CuZr][flu]3[ASR]1,ASR,CuZr,flu,3,17408,634feebbce26a009c67668c96e8c3b16fd5e42cf,"""Zr12 Cu16 H48 C96 S16 N16 O48""",PASS,
0000[Cu][acs]3[ASR]1.cif,0,0000[Cu][acs]3[ASR]1,ASR,Cu,acs,3,5817,8ff5ed146524c36677515a404bf384d6902b5137,"""Cu6 H18 C18 O36""",PASS,
0000[Cu][bbf]3[ASR]1.cif,0,0000[Cu][bbf]3[ASR]1,ASR,Cu,bbf,3,11246,ef270a79be2184b7781d934efa918f9dc6a7c50a,"""Cu4 H48 C84 N24""",PASS,
0000[Cu][dia]3[ASR]1.cif,0,0000[Cu][dia]3[ASR]1,ASR,Cu,dia,3,26088,19200f6c44fd39b10a87fbbd22e31aa6eae362de,"""Cu16 H128 C160 Se32 Br16 N32""",PASS,
0000[Cu][dia]3[ASR]2.cif,0,0000[Cu][dia]3[ASR]2,ASR,Cu,dia,3,12075,421257da326fd677c7ccdeeade65812f72c1d362,"""Cu4 H56 C80 N16 O16""",PASS,
0000[Cu][etb]3[ASR]1.cif,0,0000[Cu][etb]3[ASR]1,ASR,Cu,etb,3,18111,fbe3a8bdaf1b878194f42fdcc2cb1c40e0ad84c6,"""Cu12 H120 C96 I12 N24""",PASS,
0000[Cu][nan]3[ASR]1.cif,0,0000[Cu][nan]3[ASR]1,ASR,Cu,nan,3,16049,2ab7ebfcd276e0106da9482e83bb89b265efc5fb,"""Cu4 H84 C116 N8 O20""",PASS,
0000[Cu][nan]3[ASR]4.cif,0,0000[Cu][nan]3[ASR]4,ASR,Cu,nan,3,4755,a0b8a679c2a8257f602fd0dd335c816e2cb3b803,"""Cu18 H12 C12 Cl16 O4""",PASS,
0000[Cu][nbo]3[ASR]1.cif,0,0000[Cu][nbo]3[ASR]1,ASR,Cu,nbo,3,5443,d334ee34f92ac4123735103d00ee1a267b327a19,"""Cu6 H12 C18 N24 O12""",PASS,
0000[Cu][pcu]3[ASR]1.cif,0,0000[Cu][pcu]3[ASR]1,ASR,Cu,pcu,3,6350,546e1451cf385080369e3441f19cb5379df94f3d,"""Cu2 H24 C24 N36""",PASS,
0000[Cu][tbo]3[ASR]1.cif,0,0000[Cu][tbo]3[ASR]1,ASR,Cu,tbo,3,38621,fac8d5a03b074d00bd5419b63ef039559ee36e83,"""Cu12 H192 C312 N8 O48""",PASS,
0000[Cu][ths]3[ASR]1.cif,0,0000[Cu][ths]3[ASR]1,ASR,Cu,ths,3,5952,ad35904f8216a6faa36b928c94699d106429f447,"""Cu8 C24 O48""",PASS,
0000[Cu][ths]3[ASR]2.cif,0,0000[Cu][ths]3[ASR]2,ASR,Cu,ths,3,3307,26e2b3b61d0cac6245dd4010906078be4b8f0f7d,"""Cu4 C12 O24""",PASS,
0000[Cu][ths]3[ASR]3.cif,0,0000[Cu][ths]3[ASR]3,ASR,Cu,ths,3,17042,711c1c2853ca1174d36b331d51472ebc98759e36,"""Cu8 H96 C120 N24""",PASS,
0000[DyCu][sqc]3[ASR]1.cif,0,0000[DyCu][sqc]3[ASR]1,ASR,DyCu,sqc,3,14584,93b5447d59eccdd36a118efb64c5a5cbcc2b10a3,"""Dy4 Cu6 H48 C88 S2 N12 O50""",PASS,
0000[Dy][flu]3[ASR]1.cif,0,0000[Dy][flu]3[ASR]1,ASR,Dy,flu,3,4499,2a2696f13a8c80bab8b0d5d79222c2466ee498e6,"""Dy2 H14 C26 N4 O12""",PASS,
0000[Dy][sqc]3[ASR]1.cif,0,0000[Dy][sqc]3[ASR]1,ASR,Dy,sqc,3,6893,620d6a742f118f65ffe5a6004f8b8d0b81b970fb,"""Dy4 H36 C30 O24""",PASS,
0000[Dy][tsi]3[ASR]1.cif,0,0000[Dy][tsi]3[ASR]1,ASR,Dy,tsi,3,9686,1c52b33e46bb2d532a11353d6398c307007e6e2a,"""Dy4 H36 C48 N24 O24""",PASS,
0000[Er][nan]3[ASR]1.cif,0,0000[Er][nan]3[ASR]1,ASR,Er,nan,3,19652,9785d8c0744835d8c4a6d6cf5b6a253131731657,"""Er6 H88 C160 O32""",PASS,
0000[Er][unc]3[ASR]1.cif,0,0000[Er][unc]3[ASR]1,ASR,Er,unc,3,5682,0519d5a37a234480102616fd6742aacc8af83a7a,"""Er4 H12 C36 O24""",PASS,
0000[Eu][flu]3[ASR]1.cif,0,0000[Eu][flu]3[ASR]1,ASR,Eu,flu,3,4482,5f35de5db037b686595d3bba3305f78afd34d14f,"""Eu2 H14 C26 N4 O12""",PASS,
0000[Eu][hcb]2[ASR]1.cif,0,0000[Eu][hcb]2[ASR]1,ASR,Eu,hcb,2,10053,95a84ec898a295b422cdef2d13711c5504df3e23,"""Eu2 H46 C78 N4 O12""",PASS,
0000[Eu][nan]3[ASR]1.cif,0,0000[Eu][nan]3[ASR]1,ASR,Eu,nan,3,4224,0f55a6c6a3aac02ecc6abff99e79436225826f33,"""Eu2 H16 C20 N2 O14""",PASS,
0000[Eu][nan]3[ASR]2.cif,0,0000[Eu][nan]3[ASR]2,ASR,Eu,nan,3,27461,5969711a57dbe74b0b765beaa1479616bd87a503,"""Eu4 H128 C208 N16 O48""",PASS,
0000[Eu][sqc]3[ASR]1.cif,0,0000[Eu][sqc]3[ASR]1,ASR,Eu,sqc,3,2769,f54950bc3eb1b1b8f0ec7507f317b606999d2424,"""Eu2 H6 C12 O12""",PASS,
0000[Fe][acs]3[ASR]1.cif,0,0000[Fe][acs]3[ASR]1,ASR,Fe,acs,3,44191,e91c7f4ff1aeaf4baaddca40680d0f7986ff1dbf,"""Fe24 H192 C336 O104""",PASS,
0000[Fe][acs]3[ASR]2.cif,0,0000[Fe][acs]3[ASR]2,ASR,Fe,acs,3,44136,be01ab7922bb2b01c7bad092dbe0be2d20d547d5,"""Fe24 H192 C336 O104""",PASS,
0000[Fe][dia]3[ASR]1.cif,0,0000[Fe][dia]3[ASR]1,ASR,Fe,dia,3,7946,8e59f33b2d993ac8dcdb6534f5ffb9d060640aec,"""Fe4 H32 C48 N8 O18""",PASS,
0000[Fe][pcu]3[ASR]2.cif,0,0000[Fe][pcu]3[ASR]2,ASR,Fe,pcu,3,4081,4a5177230c5acc26238c68661d9c9c905249f826,"""Fe4 H12 C12 O24""",PASS,
0000[Fe][pts]3[ASR]1.cif,0,0000[Fe][pts]3[ASR]1,ASR,Fe,pts,3,17082,a7db29f06100f81cb438e296b080d12e64a3ae09,"""Fe4 H104 C100 S8 N16 O16""",PASS,
0000[Ga][bpq]3[ASR]1.cif,0,0000[Ga][bpq]3[ASR]1,ASR,Ga,bpq,3,10733,9d2dd1351d76311cd4a5f86400a3fd4a5bce975e,"""Ga8 H40 C64 O40""",PASS,
0000[Gd][flu]3[ASR]1.cif,0,0000[Gd][flu]3[ASR]1,ASR,Gd,flu,3,4505,cd240019852d3b51e53d2845382081b26a15c360,"""Gd2 H14 C26 N4 O12""",PASS,
0000[Gd][nan]3[ASR]1.cif,0,0000[Gd][nan]3[ASR]1,ASR,Gd,nan,3,38595,ab6b772cb66611920da58168b79124498d2854dd,"""Gd12 H176 C320 O64""",PASS,
0000[Gd][nan]3[ASR]2.cif,0,0000[Gd][nan]3[ASR]2,ASR,Gd,nan,3,36749,f5a1717bfeee3ca05dd2c7bc7c2681d5e83790b4,"""Gd16 H144 C288 O96""",PASS,
0000[Gd][pcu]3[ASR]1.cif,0,0000[Gd][pcu]3[ASR]1,ASR,Gd,pcu,3,4504,5aaacfe366b22f652dfe2538e12a5013729d4f78,"""Gd4 H12 C18 O24""",PASS,
0000[Gd][pcu]3[ASR]2.cif,0,0000[Gd][pcu]3[ASR]2,ASR,Gd,pcu,3,7544,99616056878c61320de3f42a3e44fd4127c98841,"""Gd4 H24 C48 O28""",PASS,
0000[Ho][dia]3[ASR]1.cif,0,0000[Ho][dia]3[ASR]1,ASR,Ho,dia,3,1709,981e209915b80073ffcc7f2ac8681e9f141781ed,"""Ho2 C4 O8 F2""",PASS,
0000[Ho][nan]3[ASR]1.cif,0,0000[Ho][nan]3[ASR]1,ASR,Ho,nan,3,38622,acae5b88427bcd057aa0b56be3f75d6a8e0b30fc,"""Ho12 H176 C320 O64""",PASS,
0000[Ho][nan]3[ASR]2.cif,0,0000[Ho][nan]3[ASR]2,ASR,Ho,nan,3,10615,314752b7b781aa2a9626166a92b879e6111b2da6,"""Ho6 H28 C72 N12 O32""",PASS,
0000[In][lon]3[ASR]1.cif,0,0000[In][lon]3[ASR]1,ASR,In,lon,3,11905,01e0a4ca2aad1818b076184401db975c9f9bf163,"""In4 H68 C76 O22""",PASS,
0000[In][pts]3[ASR]1.cif,0,0000[In][pts]3[ASR]1,ASR,In,pts,3,25841,46baef6cbc8c526e7f00fe9fe71e84da5724956d,"""In4 H128 C216 O32""",PASS,
0000[La][flu]3[ASR]1.cif,0,0000[La][flu]3[ASR]1,ASR,La,flu,3,5037,8eab336cda4d04f346a23686042775235d4878e7,"""La2 H18 C30 O16""",PASS,
0000[La][nan]3[ASR]1.cif,0,0000[La][nan]3[ASR]1,ASR,La,nan,3,4880,043d44b76e566b2ec26c0095a294520f920ac8f7,"""La4 H8 C20 O32""",PASS,
0000[La][nan]3[ASR]2.cif,0,0000[La][nan]3[ASR]2,ASR,La,nan,3,3297,d7853611746f9df6343250fb258a2da5433c0c86,"""La4 C12 O24""",PASS,
0000[La][noy]3[ASR]1.cif,0,0000[La][noy]3[ASR]1,ASR,La,noy,3,47896,0a01e4177b7e2635844d6058335f7307aa6c64af,"""La8 B8 H288 C312 N40 O56""",PASS,
0000[La][srs]3[ASR]1.cif,0,0000[La][srs]3[ASR]1,ASR,La,srs,3,44082,139a6ff3258a95a8637e224c450b4a9c9d043df7,"""La8 H312 C192 N48 O96""",PASS,
0000[Mg][acs]3[ASR]1.cif,0,0000[Mg][acs]3[ASR]1,ASR,Mg,acs,3,2358,e4c001581dffade58dde920114ff83c5fc21c11f,"""Mg2 H6 C6 O12""",PASS,
0000[Mg][acs]3[ASR]2.cif,0,0000[Mg][acs]3[ASR]2,ASR,Mg,acs,3,2358,5616ec384cb6c43635258a0e58589b5d5ee8a581,"""Mg2 H6 C6 O12""",PASS,
0000[Mg][kgd]2[ASR]1.cif,0,0000[Mg][kgd]2[ASR]1,ASR,Mg,kgd,2,13801,bcd5024562bfc06bd6dbf8c19d5a18662e8297fe,"""Mg6 H60 C108 O24""",PASS,
0000[Mg][sra]3[ASR]1.cif,0,0000[Mg][sra]3[ASR]1,ASR,Mg,sra,3,11805,c00641cafcca01c12f1c45db362529d0c83fbc7a,"""Mg8 H40 C88 O32""",PASS,
0000[Mn][ant]3[ASR]1.cif,0,0000[Mn][ant]3[ASR]1,ASR,Mn,ant,3,6896,a6ad1fe1132beb7636ee6b81361451c97a66f974,"""Mn2 H32 C48 N4 O8""",PASS,
0000[Mn][dia]3[ASR]1.cif,0,0000[Mn][dia]3[ASR]1,ASR,Mn,dia,3,15204,b54d813e4161e5f454725f28d0e6d9c39d8f3152,"""Mn4 H96 C88 N16 O16""",PASS,
0000[Mn][fns]3[ASR]1.cif,0,0000[Mn][fns]3[ASR]1,ASR,Mn,fns,3,65095,0cebff39875a381088bd6ff3094da91ea0730b96,"""Mn24 P12 H240 C504 O144 F48""",PASS,
0000[Mn][nan]2[ASR]1.cif,0,0000[Mn][nan]2[ASR]1,ASR,Mn,nan,2,17375,4f0491945b95c41d566c63cf5b36c3726f8dd184,"""Mn12 H60 C108 N24 O48""",PASS,
0000[Mn][nan]3[ASR]1.cif,0,0000[Mn][nan]3[ASR]1,ASR,Mn,nan,3,11043,aa78619676b32ba2a6ad32a4446e8f28bb2afeb4,"""Mn12 H24 C72 O48""",PASS,
0000[Mn][nan]3[ASR]2.cif,0,0000[Mn][nan]3[ASR]2,ASR,Mn,nan,3,6289,43c84bd88b46ce2cf491d2abc1525fee7c2bf232,"""Mn3 H24 C38 N12 O8""",PASS,
0000[Mn][nan]3[ASR]3.cif,0,0000[Mn][nan]3[ASR]3,ASR,Mn,nan,3,9422,ee7093aac8cc5845ec64137df9e6d2f0d1b6a4b6,"""Mn4 H40 C60 N8 O20""",PASS,
0000[Mn][nbo]3[ASR]1.cif,0,0000[Mn][nbo]3[ASR]1,ASR,Mn,nbo,3,12769,ab935acf9cb28a3bbfecad8f189d5db6f330ed1b,"""Mn3 H54 C90 N6 O12 F18""",PASS,
0000[Mn][sra]3[ASR]1.cif,0,0000[Mn][sra]3[ASR]1,ASR,Mn,sra,3,14183,4db8999fd958e56d006c961924ccc90f165aa1d6,"""Mn4 H60 C104 N12 O24""",PASS,
0000[Mn][tfz]3[ASR]1.cif,0,0000[Mn][tfz]3[ASR]1,ASR,Mn,tfz,3,4302,6a0461c081be81dee6750da3cb7f83c075b98340,"""Mn3 H8 C24 O20""",PASS,
0000[Nd][nan]3[ASR]1.cif,0,0000[Nd][nan]3[ASR]1,ASR,Nd,nan,3,9158,d3e43c692185db7c0c40bf53705812b6ae4d180e,"""Nd4 H36 C60 O28""",PASS,
0000[Nd][sqc]3[ASR]1.cif,0,0000[Nd][sqc]3[ASR]1,ASR,Nd,sqc,3,4356,481aa69f1858bafa0cdf9076b90d26f20776268c,"""Nd2 H24 C18 O12""",PASS,
0000[Nd][unc]3[ASR]1.cif,0,0000[Nd][unc]3[ASR]1,ASR,Nd,unc,3,5690,92cc9eab7dada7de526fa9fc11c7284986f8dda1,"""Nd4 H12 C36 O24""",PASS,
